Date,Open,High,Low,Close,Adj Close,Volume
2013-07-11,9446.940430,9500.259766,9443.049805,9493.259766,9493.259766,3446340000
2013-07-12,9488.799805,9498.500000,9465.580078,9498.500000,9498.500000,3039070000
2013-07-15,9506.459961,9531.660156,9496.919922,9520.950195,9520.950195,2623200000
2013-07-16,9521.200195,9525.040039,9462.559570,9489.000000,9489.000000,3081710000
2013-07-17,9516.580078,9545.250000,9506.089844,9523.790039,9523.790039,3153440000
2013-07-18,9537.769531,9601.080078,9537.769531,9587.200195,9587.200195,3452370000
2013-07-19,9587.490234,9618.500000,9565.919922,9618.500000,9618.500000,3302580000
2013-07-22,9626.009766,9658.080078,9621.969727,9650.580078,9650.580078,2779130000
2013-07-23,9672.299805,9676.940430,9644.129883,9659.629883,9659.629883,3096180000
2013-07-24,9681.469727,9682.110352,9586.389648,9605.040039,9605.040039,3336120000
2013-07-25,9577.709961,9636.360352,9566.299805,9635.059570,9635.059570,3322500000
2013-07-26,9600.190430,9621.059570,9540.959961,9620.129883,9620.129883,2762770000
2013-07-29,9594.719727,9601.530273,9554.910156,9571.790039,9571.790039,2840520000
2013-07-30,9585.830078,9605.190430,9536.480469,9556.169922,9556.169922,3320530000
2013-07-31,9571.179688,9631.049805,9555.719727,9558.830078,9558.830078,3847390000
2013-08-01,9617.290039,9679.919922,9617.290039,9673.400391,9673.400391,3775170000
2013-08-02,9660.719727,9690.099609,9645.049805,9690.070313,9690.070313,3136630000
2013-08-05,9669.799805,9679.919922,9646.120117,9671.599609,9671.599609,2529300000
2013-08-06,9661.690430,9661.780273,9593.129883,9614.320313,9614.320313,3141210000
2013-08-07,9581.669922,9584.839844,9550.509766,9568.259766,9568.259766,3010230000
2013-08-08,9613.360352,9645.750000,9575.790039,9634.700195,9634.700195,3271660000
2013-08-09,9626.089844,9649.519531,9589.250000,9622.110352,9622.110352,2957670000
2013-08-12,9585.219727,9618.219727,9577.500000,9609.030273,9609.030273,2789160000
2013-08-13,9616.440430,9644.519531,9577.389648,9630.570313,9630.570313,3035560000
2013-08-14,9628.040039,9636.419922,9589.790039,9593.500000,9593.500000,2871430000
2013-08-15,9524.759766,9524.759766,9452.139648,9489.290039,9489.290039,3426690000
2013-08-16,9489.280273,9501.360352,9449.730469,9465.589844,9465.589844,3211450000
2013-08-19,9455.000000,9459.209961,9385.009766,9385.889648,9385.889648,2904530000
2013-08-20,9385.889648,9451.990234,9374.910156,9421.559570,9421.559570,2994090000
2013-08-21,9390.209961,9419.309570,9321.790039,9339.379883,9339.379883,2932180000
2013-08-22,9366.809570,9438.980469,9366.809570,9425.780273,9425.780273,2537460000
2013-08-23,9445.000000,9480.809570,9417.099609,9474.769531,9474.769531,2582670000
2013-08-26,9477.200195,9494.530273,9425.830078,9432.509766,9432.509766,2430670000
2013-08-27,9366.799805,9372.919922,9280.889648,9288.230469,9288.230469,3219190000
2013-08-28,9279.639648,9343.169922,9263.309570,9309.070313,9309.070313,2784010000
2013-08-29,9302.549805,9354.709961,9286.240234,9315.820313,9315.820313,2527550000
2013-08-30,9315.589844,9315.589844,9246.889648,9270.660156,9270.660156,2734300000
2013-09-03,9357.809570,9400.750000,9296.269531,9333.490234,9333.490234,3731610000
2013-09-04,9322.870117,9409.360352,9309.950195,9400.240234,9400.240234,3312150000
2013-09-05,9400.150391,9435.940430,9397.780273,9420.349609,9420.349609,2957110000
2013-09-06,9454.790039,9488.509766,9369.490234,9439.690430,9439.690430,3123880000
2013-09-09,9459.360352,9540.330078,9459.360352,9539.929688,9539.929688,3102780000
2013-09-10,9578.400391,9621.080078,9578.400391,9620.709961,9620.709961,3691800000
2013-09-11,9614.099609,9655.429688,9592.410156,9655.379883,9655.379883,3135460000
2013-09-12,9643.370117,9651.679688,9601.490234,9607.320313,9607.320313,3106290000
2013-09-13,9616.629883,9638.150391,9604.179688,9635.080078,9635.080078,2736500000
2013-09-16,9717.690430,9741.639648,9694.030273,9704.490234,9704.490234,3079800000
2013-09-17,9707.169922,9739.000000,9707.169922,9738.929688,9738.929688,2774240000
2013-09-18,9735.469727,9906.320313,9713.379883,9887.879883,9887.879883,3989760000
2013-09-19,9887.879883,9905.549805,9840.570313,9854.759766,9854.759766,3740130000
2013-09-20,9856.690430,9858.610352,9762.000000,9769.730469,9769.730469,5074030000
2013-09-23,9756.679688,9757.190430,9704.889648,9733.030273,9733.030273,3126950000
2013-09-24,9727.009766,9769.280273,9697.139648,9715.209961,9715.209961,3268930000
2013-09-25,9720.549805,9746.139648,9693.629883,9698.950195,9698.950195,3148730000
2013-09-26,9711.480469,9755.629883,9696.259766,9726.259766,9726.259766,2813930000
2013-09-27,9693.799805,9693.799805,9664.009766,9684.169922,9684.169922,2951700000
2013-09-30,9610.459961,9648.330078,9587.690430,9621.240234,9621.240234,3308630000
2013-10-01,9624.179688,9701.549805,9624.179688,9693.269531,9693.269531,3238690000
2013-10-02,9656.639648,9689.290039,9614.530273,9689.290039,9689.290039,3148600000
2013-10-03,9675.030273,9675.419922,9576.259766,9619.190430,9619.190430,3279650000
2013-10-04,9621.019531,9683.389648,9610.919922,9675.709961,9675.709961,2880270000
2013-10-07,9620.179688,9643.150391,9581.110352,9597.540039,9597.540039,2678490000
2013-10-08,9595.330078,9600.480469,9482.049805,9483.160156,9483.160156,3569230000
2013-10-09,9490.900391,9528.150391,9441.660156,9497.019531,9497.019531,3577840000
2013-10-10,9568.990234,9694.830078,9568.990234,9693.969727,9693.969727,3362300000
2013-10-11,9690.559570,9761.759766,9681.669922,9761.759766,9761.759766,2944670000
2013-10-14,9726.830078,9803.190430,9702.339844,9797.179688,9797.179688,2580580000
2013-10-15,9780.599609,9788.650391,9713.860352,9726.620117,9726.620117,3327740000
2013-10-16,9765.980469,9845.830078,9765.980469,9845.000000,9845.000000,3486180000
2013-10-17,9831.980469,9935.190430,9828.530273,9934.839844,9934.839844,3453590000
2013-10-18,9956.969727,9989.080078,9941.000000,9984.629883,9984.629883,3664890000
2013-10-21,9988.540039,9995.610352,9963.559570,9982.679688,9982.679688,3052710000
2013-10-22,10016.879883,10083.459961,10016.879883,10056.589844,10056.589844,3850840000
2013-10-23,10021.379883,10021.379883,9964.450195,9990.330078,9990.330078,3713380000
2013-10-24,10010.299805,10035.540039,9993.940430,10029.190430,10029.190430,3671700000
2013-10-25,10036.790039,10053.889648,10012.690430,10053.860352,10053.860352,3175720000
2013-10-28,10048.889648,10072.059570,10034.089844,10053.860352,10053.860352,3282300000
2013-10-29,10077.830078,10108.950195,10074.089844,10108.429688,10108.429688,3358460000
2013-10-30,10108.400391,10127.629883,10020.540039,10054.379883,10054.379883,3523040000
2013-10-31,10044.620117,10072.500000,10001.790039,10009.639648,10009.639648,3826530000
2013-11-01,10010.269531,10040.750000,9964.580078,10018.150391,10018.150391,3686290000
2013-11-04,10045.379883,10068.110352,10023.519531,10064.110352,10064.110352,3194870000
2013-11-05,10027.139648,10033.379883,9976.410156,10011.910156,10011.910156,3516680000
2013-11-06,10045.120117,10083.469727,10034.219727,10059.490234,10059.490234,3322100000
2013-11-07,10068.959961,10072.049805,9920.309570,9924.370117,9924.370117,4143200000
2013-11-08,9911.969727,10032.820313,9909.540039,10032.139648,10032.139648,3837170000
2013-11-11,10029.139648,10049.389648,10008.940430,10042.940430,10042.940430,2534060000
2013-11-12,10022.580078,10037.620117,9982.290039,10009.820313,10009.820313,3221030000
2013-11-13,9969.450195,10079.889648,9963.740234,10079.889648,10079.889648,3327480000
2013-11-14,10079.280273,10135.280273,10071.709961,10130.509766,10130.509766,3139060000
2013-11-15,10130.519531,10189.799805,10130.519531,10189.799805,10189.799805,3254820000
2013-11-18,10204.559570,10226.339844,10149.209961,10167.150391,10167.150391,3168520000
2013-11-19,10163.019531,10179.070313,10119.379883,10135.610352,10135.610352,3224450000
2013-11-20,10149.740234,10182.000000,10072.400391,10096.440430,10096.440430,3109140000
2013-11-21,10114.669922,10167.959961,10114.440430,10162.400391,10162.400391,3256630000
2013-11-22,10167.620117,10207.820313,10155.959961,10205.719727,10205.719727,3055140000
2013-11-25,10211.629883,10212.879883,10166.349609,10176.200195,10176.200195,2998540000
2013-11-26,10173.230469,10193.809570,10159.339844,10167.889648,10167.889648,3427120000
2013-11-27,10180.839844,10197.540039,10160.839844,10182.990234,10182.990234,2613590000
2013-11-29,10200.799805,10229.570313,10174.320313,10183.230469,10183.230469,1598300000
2013-12-02,10173.769531,10191.660156,10127.769531,10137.019531,10137.019531,3095430000
2013-12-03,10137.009766,10137.009766,10048.240234,10086.709961,10086.709961,3475680000
2013-12-04,10043.919922,10095.490234,9990.580078,10064.860352,10064.860352,3610540000
2013-12-05,10043.400391,10056.709961,10010.169922,10016.740234,10016.740234,3336880000
2013-12-06,10081.469727,10138.780273,10081.469727,10131.209961,10131.209961,3150030000
2013-12-09,10141.769531,10159.849609,10132.500000,10146.259766,10146.259766,3129500000
2013-12-10,10131.719727,10149.299805,10112.110352,10114.669922,10114.669922,3117150000
2013-12-11,10116.389648,10116.490234,9981.679688,9991.459961,9991.459961,3472240000
2013-12-12,9975.580078,9981.809570,9925.620117,9949.580078,9949.580078,3306640000
2013-12-13,9957.160156,9974.099609,9927.500000,9954.839844,9954.839844,3061070000
2013-12-16,9997.200195,10050.719727,9997.200195,10024.969727,10024.969727,3209890000
2013-12-17,10023.290039,10023.290039,9966.009766,9989.080078,9989.080078,3270030000
2013-12-18,10008.650391,10155.620117,9949.660156,10154.200195,10154.200195,4327770000
2013-12-19,10132.269531,10158.200195,10102.639648,10151.530273,10151.530273,3497210000
2013-12-20,10161.610352,10216.870117,10160.730469,10196.070313,10196.070313,5097700000
2013-12-23,10231.730469,10260.459961,10230.969727,10246.669922,10246.669922,2851540000
2013-12-24,10248.820313,10285.519531,10248.820313,10284.400391,10284.400391,1307630000
2013-12-26,10299.769531,10337.150391,10299.769531,10331.669922,10331.669922,1982270000
2013-12-27,10353.309570,10360.849609,10333.309570,10353.219727,10353.219727,2052920000
2013-12-30,10351.419922,10361.370117,10344.280273,10357.839844,10357.839844,2293860000
2013-12-31,10366.580078,10406.769531,10366.580078,10400.320313,10400.320313,2312840000
2014-01-02,10352.709961,10352.709961,10258.629883,10283.419922,10283.419922,3080600000
2014-01-03,10296.530273,10323.280273,10279.929688,10296.769531,10296.769531,2774270000
2014-01-06,10322.919922,10329.959961,10262.919922,10270.049805,10270.049805,3294850000
2014-01-07,11315.370117,11334.650391,10309.040039,10327.330078,10327.330078,3511750000
2014-01-08,10324.780273,10333.980469,10291.450195,10320.910156,10320.910156,3652140000
2014-01-09,10335.799805,10344.299805,10277.370117,10325.740234,10325.740234,3581150000
2014-01-10,10340.080078,10373.990234,10322.879883,10371.129883,10371.129883,3335710000
2014-01-13,10371.129883,10371.129883,10241.320313,10256.150391,10256.150391,3591350000
2014-01-14,10280.580078,10346.910156,10263.639648,10343.080078,10343.080078,3353270000
2014-01-15,10351.000000,10393.889648,10351.000000,10385.389648,10385.389648,3777800000
2014-01-16,10374.669922,10377.780273,10342.059570,10376.230469,10376.230469,3491310000
2014-01-17,10379.230469,10380.320313,10330.110352,10343.459961,10343.459961,3626120000
2014-01-21,10343.230469,10401.769531,10313.129883,10366.009766,10366.009766,3782470000
2014-01-22,10368.179688,10378.160156,10344.250000,10368.889648,10368.889648,3374170000
2014-01-23,10331.750000,10331.750000,10228.790039,10269.389648,10269.389648,3972250000
2014-01-24,10222.080078,10222.080078,10034.440430,10034.440430,10034.440430,4618450000
2014-01-27,10043.690430,10065.299805,9935.549805,9981.349609,9981.349609,4045200000
2014-01-28,9981.400391,10075.610352,9981.400391,10066.839844,10066.839844,3437830000
2014-01-29,10003.089844,10027.799805,9944.700195,9962.919922,9962.919922,3964020000
2014-01-30,10014.419922,10071.230469,9995.429688,10048.690430,10048.690430,3547510000
2014-01-31,9962.400391,10028.490234,9908.030273,9967.650391,9967.650391,4059690000
2014-02-03,9967.690430,9970.290039,9732.469727,9741.580078,9741.580078,4726040000
2014-02-04,9779.419922,9828.969727,9779.419922,9816.969727,9816.969727,4068410000
2014-02-05,9796.799805,9826.209961,9738.040039,9809.030273,9809.030273,3984290000
2014-02-06,9837.690430,9941.679688,9837.690430,9940.219727,9940.219727,3825410000
2014-02-07,9974.099609,10061.330078,9962.750000,10055.339844,10055.339844,3775990000
2014-02-10,10048.129883,10052.559570,10014.059570,10050.400391,10050.400391,3312160000
2014-02-11,10062.519531,10191.129883,10062.240234,10170.370117,10170.370117,3699380000
2014-02-12,10173.790039,10210.419922,10156.889648,10173.769531,10173.769531,3326380000
2014-02-13,10134.009766,10232.120117,10111.019531,10228.580078,10228.580078,3289510000
2014-02-14,10228.799805,10295.780273,10213.250000,10282.530273,10282.530273,3114750000
2014-02-18,10308.790039,10330.299805,10286.209961,10319.120117,10319.120117,3421110000
2014-02-19,10291.080078,10356.679688,10246.799805,10254.240234,10254.240234,3661570000
2014-02-20,10257.950195,10330.900391,10238.769531,10316.889648,10316.889648,3404980000
2014-02-21,10316.879883,10353.780273,10303.349609,10306.900391,10306.900391,3403880000
2014-02-24,10321.580078,10426.940430,10321.580078,10369.519531,10369.519531,4014530000
2014-02-25,10370.610352,10397.419922,10330.429688,10353.780273,10353.780273,3515560000
2014-02-26,10356.530273,10386.490234,10328.089844,10349.959961,10349.959961,3716730000
2014-02-27,10340.370117,10397.900391,10325.389648,10397.809570,10397.809570,3547460000
2014-02-28,10403.370117,10471.629883,10373.309570,10425.860352,10425.860352,3917450000
2014-03-03,10349.299805,10358.809570,10276.129883,10329.790039,10329.790039,3428220000
2014-03-04,10404.809570,10502.959961,10404.809570,10489.969727,10489.969727,3765770000
2014-03-05,10484.410156,10498.719727,10466.089844,10482.839844,10482.839844,3392990000
2014-03-06,10506.570313,10548.120117,10506.570313,10525.519531,10525.519531,3360450000
2014-03-07,10545.849609,10550.240234,10475.849609,10511.910156,10511.910156,3564740000
2014-03-10,10491.219727,10491.860352,10429.610352,10486.150391,10486.150391,3021350000
2014-03-11,10492.879883,10513.650391,10407.870117,10425.639648,10425.639648,3392400000
2014-03-12,10386.599609,10419.019531,10344.370117,10418.990234,10418.990234,3270860000
2014-03-13,10437.990234,10453.820313,10275.049805,10297.740234,10297.740234,3670990000
2014-03-14,10282.150391,10334.469727,10272.089844,10285.080078,10285.080078,3285460000
2014-03-17,10326.660156,10399.440430,10326.660156,10377.019531,10377.019531,2860490000
2014-03-18,10384.849609,10449.500000,10384.849609,10441.450195,10441.450195,2930190000
2014-03-19,10441.480469,10443.389648,10306.099609,10359.509766,10359.509766,3289210000
2014-03-20,10337.980469,10408.509766,10304.889648,10400.700195,10400.700195,3327540000
2014-03-21,10456.660156,10481.910156,10381.769531,10392.219727,10392.219727,5270710000
2014-03-24,10401.070313,10440.799805,10319.269531,10362.059570,10362.059570,3409000000
2014-03-25,10397.709961,10436.639648,10369.910156,10417.059570,10417.059570,3200560000
2014-03-26,10417.070313,10470.870117,10359.360352,10359.360352,10359.360352,3480850000
2014-03-27,10360.580078,10395.730469,10330.599609,10373.440430,10373.440430,3733430000
2014-03-28,10398.419922,10473.120117,10398.419922,10434.870117,10434.870117,2955520000
2014-03-31,10483.700195,10534.759766,10483.700195,10527.769531,10527.769531,3274300000
2014-04-01,10538.440430,10585.259766,10538.440430,10584.309570,10584.309570,3336190000
2014-04-02,10585.139648,10626.900391,10572.419922,10616.870117,10616.870117,3131660000
2014-04-03,10619.190430,10622.559570,10568.480469,10598.480469,10598.480469,3055600000
2014-04-04,10641.290039,10669.429688,10505.639648,10517.049805,10517.049805,3583750000
2014-04-07,10500.759766,10507.780273,10391.679688,10407.419922,10407.419922,3801540000
2014-04-08,10411.290039,10468.059570,10376.070313,10452.009766,10452.009766,3721450000
2014-04-09,10479.639648,10555.419922,10455.059570,10554.940430,10554.940430,3308650000
2014-04-10,10549.400391,10554.980469,10355.889648,10366.809570,10366.809570,3758780000
2014-04-11,10343.740234,10369.959961,10271.360352,10280.940430,10280.940430,3743460000
2014-04-14,10333.500000,10380.190430,10287.299805,10359.419922,10359.419922,3111540000
2014-04-15,10367.769531,10407.309570,10271.919922,10401.980469,10401.980469,3736440000
2014-04-16,10450.610352,10505.839844,10435.830078,10505.790039,10505.790039,3155080000
2014-04-17,10494.429688,10554.839844,10488.500000,10532.830078,10532.830078,3341430000
2014-04-21,10533.320313,10559.820313,10521.889648,10559.349609,10559.349609,2642500000
2014-04-22,10569.250000,10621.230469,10566.639648,10599.019531,10599.019531,3215440000
2014-04-23,10594.730469,10601.919922,10571.500000,10581.889648,10581.889648,3085720000
2014-04-24,10598.049805,10602.179688,10535.150391,10575.910156,10575.910156,3191830000
2014-04-25,10552.049805,10552.049805,10484.610352,10505.009766,10505.009766,3213020000
2014-04-28,10538.209961,10564.709961,10439.219727,10526.519531,10526.519531,4034680000
2014-04-29,10555.490234,10597.469727,10555.490234,10583.650391,10583.650391,3647820000
2014-04-30,10578.040039,10630.910156,10564.070313,10627.169922,10627.169922,3779230000
2014-05-01,10626.509766,10647.790039,10595.660156,10629.339844,10629.339844,3416740000
2014-05-02,10624.990234,10676.419922,10614.059570,10629.990234,10629.990234,3159560000
2014-05-05,10589.419922,10634.049805,10545.440430,10630.139648,10630.139648,2733730000
2014-05-06,10620.990234,10624.509766,10567.849609,10568.679688,10568.679688,3327260000
2014-05-07,10583.129883,10628.150391,10534.700195,10626.839844,10626.839844,3632950000
2014-05-08,10625.389648,10677.009766,10585.250000,10610.650391,10610.650391,3393420000
2014-05-09,10599.540039,10611.049805,10560.780273,10606.690430,10606.690430,3025020000
2014-05-12,10639.719727,10706.030273,10639.719727,10703.500000,10703.500000,3005740000
2014-05-13,10708.679688,10725.089844,10698.250000,10702.860352,10702.860352,2915680000
2014-05-14,10698.740234,10698.740234,10647.519531,10656.120117,10656.120117,2822060000
2014-05-15,10636.450195,10636.450195,10518.950195,10568.370117,10568.370117,3552640000
2014-05-16,10572.769531,10603.490234,10545.169922,10603.179688,10603.179688,3173650000
2014-05-19,10573.830078,10621.440430,10565.320313,10618.639648,10618.639648,2664250000
2014-05-20,10601.639648,10601.639648,10519.219727,10541.950195,10541.950195,3007700000
2014-05-21,10570.339844,10625.759766,10570.339844,10620.440430,10620.440430,2777140000
2014-05-22,10618.370117,10663.419922,10607.769531,10644.519531,10644.519531,2759800000
2014-05-23,10649.110352,10685.980469,10646.570313,10681.870117,10681.870117,2396280000
2014-05-27,10713.469727,10732.129883,10701.830078,10720.620117,10720.620117,2911020000
2014-05-28,10715.379883,10723.049805,10683.780273,10702.730469,10702.730469,2976450000
2014-05-29,10716.500000,10752.160156,10699.490234,10752.110352,10752.110352,2709050000
2014-05-30,10734.540039,10760.870117,10726.089844,10756.309570,10756.309570,3263490000
2014-06-02,10760.540039,10777.429688,10729.969727,10772.009766,10772.009766,2509020000
2014-06-03,10752.370117,10774.009766,10739.360352,10770.330078,10770.330078,2867180000
2014-06-04,10752.349609,10779.480469,10733.030273,10776.780273,10776.780273,2793920000
2014-06-05,10788.530273,10853.339844,10756.049805,10847.690430,10847.690430,3113270000
2014-06-06,10865.190430,10905.120117,10865.190430,10904.219727,10904.219727,2864300000
2014-06-09,10895.410156,10941.860352,10894.830078,10918.620117,10918.620117,2812180000
2014-06-10,10906.889648,10914.200195,10877.790039,10914.200195,10914.200195,2702360000
2014-06-11,10886.320313,10886.320313,10854.469727,10872.690430,10872.690430,2710620000
2014-06-12,10870.709961,10876.990234,10804.969727,10825.030273,10825.030273,3040480000
2014-06-13,10836.669922,10863.450195,10813.429688,10856.219727,10856.219727,2598230000
2014-06-16,10855.330078,10878.660156,10830.259766,10863.219727,10863.219727,2926130000
2014-06-17,10849.610352,10890.410156,10829.669922,10886.009766,10886.009766,2971260000
2014-06-18,10890.150391,10977.969727,10877.660156,10975.540039,10975.540039,3065220000
2014-06-19,10991.980469,11006.179688,10971.049805,11003.080078,11003.080078,2952150000
2014-06-20,11014.030273,11023.139648,11005.330078,11018.110352,11018.110352,4336240000
2014-06-23,11016.969727,11016.969727,10991.509766,11014.089844,11014.089844,2717630000
2014-06-24,10997.410156,11025.919922,10917.120117,10921.990234,10921.990234,3089700000
2014-06-25,10902.709961,10966.900391,10901.330078,10962.870117,10962.870117,3106710000
2014-06-26,10951.750000,10954.030273,10881.940430,10949.450195,10949.450195,2778840000
2014-06-27,10934.759766,10976.929688,10929.769531,10974.429688,10974.429688,4290590000
2014-06-30,10969.190430,10987.320313,10955.459961,10979.419922,10979.419922,3037350000
2014-07-01,11002.370117,11075.150391,11002.370117,11046.610352,11046.610352,3188240000
2014-07-02,11044.660156,11064.429688,11043.360352,11050.339844,11050.339844,2851480000
2014-07-03,11070.429688,11105.849609,11069.730469,11104.719727,11104.719727,1998090000
2014-07-07,11072.009766,11072.009766,11022.580078,11035.809570,11035.809570,2681260000
2014-07-08,11008.759766,11008.759766,10936.290039,10963.160156,10963.160156,3302430000
2014-07-09,10977.870117,11011.870117,10965.990234,11005.500000,11005.500000,2858800000
2014-07-10,10941.839844,10962.290039,10880.129883,10941.339844,10941.339844,3165690000
2014-07-11,10927.990234,10944.469727,10900.750000,10936.349609,10936.349609,2684630000
2014-07-14,10980.179688,11006.089844,10980.179688,10991.469727,10991.469727,2744920000
2014-07-15,10995.679688,11017.919922,10927.730469,10965.629883,10965.629883,3328740000
2014-07-16,11006.360352,11024.320313,10983.349609,11017.870117,11017.870117,3390950000
2014-07-17,10982.730469,11011.929688,10879.669922,10890.440430,10890.440430,3381680000
2014-07-18,10908.419922,10995.750000,10908.419922,10985.919922,10985.919922,3106060000
2014-07-21,10951.179688,10966.980469,10912.509766,10957.669922,10957.669922,2611160000
2014-07-22,10988.849609,11033.070313,10988.849609,11016.240234,11016.240234,2890480000
2014-07-23,11027.379883,11035.150391,11006.519531,11023.900391,11023.900391,2869720000
2014-07-24,11038.889648,11058.959961,11027.469727,11038.559570,11038.559570,3203530000
2014-07-25,11038.559570,11038.559570,10969.940430,10985.809570,10985.809570,2638960000
2014-07-28,10984.360352,10997.990234,10933.209961,10987.240234,10987.240234,2803320000
2014-07-29,11005.299805,11014.830078,10936.679688,10936.700195,10936.700195,3183300000
2014-07-30,10957.980469,10974.179688,10887.089844,10929.790039,10929.790039,3448250000
2014-07-31,10866.309570,10866.309570,10726.379883,10726.429688,10726.429688,4193000000
2014-08-01,10699.809570,10756.059570,10642.879883,10692.169922,10692.169922,3789660000
2014-08-04,10692.169922,10780.450195,10669.419922,10766.679688,10766.679688,3072920000
2014-08-05,10728.919922,10736.080078,10623.679688,10657.320313,10657.320313,3462520000
2014-08-06,10606.070313,10686.400391,10601.990234,10653.419922,10653.419922,3539150000
2014-08-07,10677.009766,10694.559570,10557.610352,10583.790039,10583.790039,3230520000
2014-08-08,10591.070313,10693.559570,10572.950195,10691.099609,10691.099609,2902280000
2014-08-11,10716.179688,10763.330078,10716.179688,10722.790039,10722.790039,2784890000
2014-08-12,10709.059570,10736.019531,10681.559570,10705.780273,10705.780273,2611700000
2014-08-13,10731.910156,10768.480469,10717.490234,10756.179688,10756.179688,2718020000
2014-08-14,10756.299805,10802.669922,10756.299805,10802.629883,10802.629883,2609460000
2014-08-15,10833.490234,10848.400391,10724.070313,10796.040039,10796.040039,3023380000
2014-08-18,10824.259766,10886.540039,10824.259766,10886.509766,10886.509766,2638160000
2014-08-19,10901.000000,10934.070313,10895.750000,10929.660156,10929.660156,2656430000
2014-08-20,10909.330078,10957.919922,10898.419922,10949.480469,10949.480469,2579560000
